#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	refseq_category	taxid	organism_name	ftp_path
GCF_900110835.1	representative genome	29529	Chitinophaga arvensicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/835/GCF_900110835.1_IMG-taxon_2636416040_annotated_assembly
GCF_900142715.1	representative genome	29533	Flavobacterium pectinovorum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/715/GCF_900142715.1_IMG-taxon_2698536748_annotated_assembly
GCF_900142735.1	representative genome	29534	Flavobacterium saccharophilum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/735/GCF_900142735.1_IMG-taxon_2698536752_annotated_assembly
GCF_900114945.1	representative genome	29536	Flavobacterium succinicans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/945/GCF_900114945.1_IMG-taxon_2693429891_annotated_assembly
GCF_900108055.1	representative genome	29539	Thermoleophilum album	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/055/GCF_900108055.1_IMG-taxon_2597490378_annotated_assembly
GCF_001887715.1	representative genome	29542	Syntrophotalea acetylenica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/715/GCF_001887715.1_ASM188771v1
GCF_004361735.1	representative genome	29545	Azoarcus indigens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/361/735/GCF_004361735.1_ASM436173v1
GCF_900660745.1	representative genome	29552	Haploplasma axanthum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/745/GCF_900660745.1_57728_G01-3
GCF_900660515.1	representative genome	29553	Mycoplasmopsis bovirhinis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/515/GCF_900660515.1_50766_E01-3
GCF_000828855.1	representative genome	29554	Metamycoplasma canadense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/855/GCF_000828855.1_ASM82885v1
GCF_000988065.1	representative genome	29555	Mycoplasmopsis canis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/065/GCF_000988065.1_ASM98806v1
GCF_900660495.1	representative genome	29556	Mycoplasmopsis gallinacea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/495/GCF_900660495.1_50648_F01-3
GCF_024297005.1	representative genome	29559	Metamycoplasma hyosynoviae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/297/005/GCF_024297005.1_ASM2429700v1
GCF_900660695.1	representative genome	29561	Mycoplasmopsis meleagridis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/695/GCF_900660695.1_57612_E01-3
GCF_900114545.1	representative genome	29563	Halanaerobium salsuginis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/545/GCF_900114545.1_IMG-taxon_2597490369_annotated_assembly
GCF_900128865.1	representative genome	29570	Halomonas meridiana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/865/GCF_900128865.1_IMG-taxon_2698537012_annotated_assembly
GCF_900142895.1	representative genome	29571	Halomonas subglaciescola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/895/GCF_900142895.1_IMG-taxon_2698536942_annotated_assembly
GCF_007989465.1	representative genome	29573	Halomonas halophila	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/989/465/GCF_007989465.1_ASM798946v1
GCF_002288025.1	representative genome	29575	Taylorella equigenitalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/025/GCF_002288025.1_ASM228802v1
GCF_013372045.1	representative genome	29581	Janthinobacterium lividum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/045/GCF_013372045.1_ASM1337204v1
GCF_007991175.1	representative genome	31910	Halovibrio variabilis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/991/175/GCF_007991175.1_ASM799117v1
GCF_900445875.1	representative genome	31943	Brevibacterium iodinum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/875/GCF_900445875.1_55312_A01
GCF_000943515.2	representative genome	31958	Amycolatopsis orientalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/515/GCF_000943515.2_ASM94351v2
GCF_900105055.1	representative genome	31959	Amycolatopsis lurida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/055/GCF_900105055.1_IMG-taxon_2634166339_annotated_assembly
GCF_001375595.1	representative genome	31967	Phenylobacterium immobile (ATCC 35973)	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/595/GCF_001375595.1_Draft_genome_of_P._immobile_strain_E_DSM_1986_
GCF_902373665.1	representative genome	31971	Amedibacillus dolichus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/373/665/GCF_902373665.1_MGYG-HGUT-01299
GCF_013267375.1	representative genome	32002	Achromobacter denitrificans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/267/375/GCF_013267375.1_ASM1326737v1
GCF_002554425.1	representative genome	32013	Comamonas terrigena	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/554/425/GCF_002554425.1_ASM255442v1
GCF_015731765.1	representative genome	32016	Cupidesulfovibrio oxamicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/731/765/GCF_015731765.1_ASM1573176v1
GCF_900112675.1	representative genome	32040	Acidovorax konjaci	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/675/GCF_900112675.1_IMG-taxon_2634166315_annotated_assembly
GCF_020889625.1	representative genome	32062	Deinococcus radiophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/889/625/GCF_020889625.1_ASM2088962v1
GCF_002860625.1	representative genome	33007	Winkia neuii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/625/GCF_002860625.1_ASM286062v1
GCF_019334125.1	representative genome	33008	Rhodococcus globerulus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/334/125/GCF_019334125.1_ASM1933412v1
GCF_900186975.1	representative genome	33011	Cutibacterium granulosum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/975/GCF_900186975.1_50569_F01
GCF_009739655.1	representative genome	33013	Clavibacter michiganensis subsp. michiganensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/655/GCF_009739655.1_ASM973965v1
GCF_003945365.1	representative genome	33025	Phascolarctobacterium faecium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/365/GCF_003945365.1_PFJ30894_01
GCF_004291115.2	representative genome	33028	Staphylococcus saccharolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/291/115/GCF_004291115.2_ASM429111v2
GCF_002871895.1	representative genome	33029	Anaerococcus hydrogenalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/871/895/GCF_002871895.1_ASM287189v1
GCF_900454665.1	representative genome	33030	Peptoniphilus indolicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/454/665/GCF_900454665.1_51765_G01
GCF_900454715.1	representative genome	33031	Peptoniphilus lacrimalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/454/715/GCF_900454715.1_52700_C01
GCF_003454775.1	representative genome	33033	Parvimonas micra	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/454/775/GCF_003454775.1_ASM345477v1
GCF_900445285.1	representative genome	33034	Anaerococcus prevotii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/285/GCF_900445285.1_49888_A01
GCF_001546165.1	representative genome	33036	Anaerococcus tetradius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/165/GCF_001546165.1_ASM154616v1
GCF_016127475.1	representative genome	33037	Anaerococcus vaginalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/475/GCF_016127475.1_ASM1612747v1
GCF_003470435.1	representative genome	33039	[Ruminococcus] torques	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/435/GCF_003470435.1_ASM347043v1
GCF_900445535.1	representative genome	33044	Bartonella doshiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/535/GCF_900445535.1_57948_H01
GCF_023920085.1	representative genome	33046	Bartonella taylorii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/920/085/GCF_023920085.1_ASM2392008v1
GCF_900638635.1	representative genome	33047	Bartonella vinsonii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/635/GCF_900638635.1_58174_G01
GCF_001314325.1	representative genome	33050	Sphingopyxis macrogoltabida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/325/GCF_001314325.1_ASM131432v1
GCF_023472875.1	representative genome	33053	Neisseria perflava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/472/875/GCF_023472875.1_ASM2347287v1
GCF_008694225.1	representative genome	33059	Acidithiobacillus caldus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/694/225/GCF_008694225.1_ASM869422v1
GCF_900184295.1	representative genome	33069	Pseudomonas viridiflava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/295/GCF_900184295.1_Chr_1
GCF_003610015.1	representative genome	33074	Zymobacter palmae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/610/015/GCF_003610015.1_ASM361001v1
GCF_004216665.1	representative genome	33879	Agromyces ramosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/665/GCF_004216665.1_ASM421666v1
GCF_022655355.1	representative genome	33881	Curtobacterium luteum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/355/GCF_022655355.1_ASM2265535v1
GCF_001662775.1	representative genome	33883	Microbacterium arborescens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/662/775/GCF_001662775.1_ASM166277v1
GCF_017876655.1	representative genome	33884	Microbacterium imperiale	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/876/655/GCF_017876655.1_ASM1787665v1
GCF_006716815.1	representative genome	33885	Microbacterium lacticum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/815/GCF_006716815.1_ASM671681v1
GCF_004011095.1	representative genome	33887	Rathayibacter rathayi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/095/GCF_004011095.1_ASM401109v1
GCF_001641005.1	representative genome	33888	Rathayibacter tritici	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/005/GCF_001641005.1_ASM164100v1
GCF_016027415.1	representative genome	33889	Brevibacterium casei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/027/415/GCF_016027415.1_ASM1602741v1
GCF_900078675.2	representative genome	33895	Mycobacterium interjectum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/675/GCF_900078675.2_PRJEB13236
GCF_014650715.1	representative genome	33897	Streptomyces bluensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/650/715/GCF_014650715.1_ASM1465071v1
GCF_005280195.1	representative genome	33898	Streptomyces galbus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/280/195/GCF_005280195.1_ASM528019v1
GCF_008704575.1	representative genome	33899	Streptomyces galilaeus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/575/GCF_008704575.1_ASM870457v1
GCF_016467295.1	representative genome	33900	Streptomyces murinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/467/295/GCF_016467295.1_ASM1646729v1
GCF_014654785.1	representative genome	33904	Streptomyces mashuensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/654/785/GCF_014654785.1_ASM1465478v1
GCF_002846655.1	representative genome	33905	Bifidobacterium thermophilum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/846/655/GCF_002846655.1_ASM284665v1
GCF_006539585.1	representative genome	33909	Pseudonocardia saturnea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/585/GCF_006539585.1_ASM653958v1
GCF_024734405.1	representative genome	33914	Saccharopolyspora gregorii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/734/405/GCF_024734405.1_ASM2473440v1
GCF_024362265.1	representative genome	33918	Microbacterium liquefaciens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/265/GCF_024362265.1_ASM2436226v1
GCF_017876325.1	representative genome	33919	Saccharothrix coeruleofusca	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/876/325/GCF_017876325.1_ASM1787632v1
GCF_002272945.1	representative genome	33922	Mycoplasmopsis agassizii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/945/GCF_002272945.1_ASM227294v1
GCF_009936335.1	representative genome	33923	Mycoplasmopsis felis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/335/GCF_009936335.1_ASM993633v1
GCF_002250055.1	representative genome	33932	Sutcliffiella cohnii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/250/055/GCF_002250055.1_ASM225005v1
GCF_001281525.1	representative genome	33935	Lysinibacillus macroides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/525/GCF_001281525.1_ASM128152v1
GCF_002243665.1	representative genome	33938	Geobacillus thermocatenulatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/665/GCF_002243665.1_ASM224366v1
GCF_002072065.1	representative genome	33940	Geobacillus thermodenitrificans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/065/GCF_002072065.1_ASM207206v1
GCF_002891025.1	representative genome	33945	Enterococcus avium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/891/025/GCF_002891025.1_ASM289102v1
GCF_003660425.1	representative genome	33946	Kurthia gibsonii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/660/425/GCF_003660425.1_ASM366042v1
GCF_017255415.1	representative genome	33953	Clostridium aminobutyricum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/255/415/GCF_017255415.1_ASM1725541v1
GCF_001623425.1	representative genome	33960	Secundilactobacillus collinoides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/425/GCF_001623425.1_ASM162342v1
GCF_009739535.1	representative genome	33962	Lentilactobacillus kefiri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/739/535/GCF_009739535.1_ASM973953v1
GCF_007954785.1	representative genome	33964	Leuconostoc citreum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/785/GCF_007954785.1_ASM795478v1
GCF_016127255.1	representative genome	33968	Leuconostoc pseudomesenteroides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/127/255/GCF_016127255.1_ASM1612725v1
GCF_003966875.1	representative genome	33970	Melissococcus plutonius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/875/GCF_003966875.1_ASM396687v1
GCF_001700325.1	representative genome	33977	Caryophanon latum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/325/GCF_001700325.1_ASM170032v1
GCF_001700315.1	representative genome	33978	Caryophanon tenue	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/315/GCF_001700315.1_ASM170031v1
GCF_003752415.1	representative genome	33984	Luteococcus japonicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/752/415/GCF_003752415.1_ASM375241v1
GCF_002078315.1	representative genome	33990	Rickettsia bellii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/315/GCF_002078315.1_ASM207831v1
GCF_002173515.1	representative genome	33995	Komagataeibacter europaeus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/515/GCF_002173515.1_ASM217351v1
GCF_900110285.1	representative genome	34002	Paracoccus alcaliphilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/285/GCF_900110285.1_IMG-taxon_2636415977_annotated_assembly
GCF_900005615.1	representative genome	34004	Paracoccus aminovorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/005/615/GCF_900005615.1_JCM7685
GCF_900156255.1	representative genome	34006	Paracoccus thiocyanatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/255/GCF_900156255.1_IMG-taxon_2681812813_annotated_assembly
GCF_003386575.1	representative genome	34007	Paracoccus versutus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/386/575/GCF_003386575.1_ASM338657v1
GCF_003201955.1	representative genome	34015	Blastomonas natatoria	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/955/GCF_003201955.1_ASM320195v1
GCF_014197785.1	representative genome	34017	Rhodobium orientis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/197/785/GCF_014197785.1_ASM1419778v1
GCF_002216815.1	representative genome	34021	Candidatus Liberibacter asiaticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/815/GCF_002216815.1_ASM221681v1
GCF_900156155.1	representative genome	34027	Aromatoleum tolulyticum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/155/GCF_900156155.1_IMG-taxon_2681812808_annotated_assembly
GCF_016919065.1	representative genome	34032	Desulfobulbus rhabdoformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/065/GCF_016919065.1_ASM1691906v1
GCF_900453305.1	representative genome	34059	Moraxella atlantae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/305/GCF_900453305.1_48853_D02
GCF_900453175.1	representative genome	34060	Moraxella caviae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/453/175/GCF_900453175.1_51108_C01
GCF_900637105.1	representative genome	34061	Moraxella cuniculi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/105/GCF_900637105.1_48290_D02
GCF_001553955.1	representative genome	34062	Moraxella osloensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1
GCF_024756225.1	representative genome	34071	Telluria mixta	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/756/225/GCF_024756225.1_ASM2475622v1
GCF_019552185.1	representative genome	34085	Riemerella anatipestifer	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/552/185/GCF_019552185.1_ASM1955218v1
GCF_900103515.1	representative genome	34086	Pedobacter antarcticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/515/GCF_900103515.1_IMG-taxon_2622736436_annotated_assembly
GCF_003054045.1	representative genome	34087	Sphingobacterium faecium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/045/GCF_003054045.1_ASM305404v1
GCF_900099615.1	representative genome	34095	Borreliella japonica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/615/GCF_900099615.1_IMG-taxon_2597490341_annotated_assembly
GCF_900112165.1	representative genome	34097	Brevinema andersonii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/165/GCF_900112165.1_IMG-taxon_2597490362_annotated_assembly
GCF_014873855.1	representative genome	34101	Sporosarcina limicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/873/855/GCF_014873855.1_ASM1487385v1
GCF_900156335.1	representative genome	34103	Sphaerotilus natans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/335/GCF_900156335.1_IMG-taxon_2681812894_annotated_assembly
GCF_014649995.1	representative genome	35619	Streptomyces griseoflavus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/649/995/GCF_014649995.1_ASM1464999v1
GCF_001418415.1	representative genome	35620	Streptomyces hirsutus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/415/GCF_001418415.1_ASM141841v1
GCF_020099395.1	representative genome	35621	Streptomyces mobaraensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/099/395/GCF_020099395.1_ASM2009939v1
GCF_900099985.1	representative genome	35622	Thermostaphylospora chromogena	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/985/GCF_900099985.1_IMG-taxon_2634166206_annotated_assembly
GCF_900444665.1	representative genome	35623	Acholeplasma oculi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/444/665/GCF_900444665.1_57752_G01
GCF_004341395.1	representative genome	35700	Heliophilum fasciatum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/341/395/GCF_004341395.1_ASM434139v1
GCF_001558935.2	representative genome	35703	Citrobacter amalonaticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/935/GCF_001558935.2_ASM155893v2
GCF_900113015.1	representative genome	35752	Actinoplanes philippinensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/015/GCF_900113015.1_IMG-taxon_2675903218_annotated_assembly
GCF_025264705.1	representative genome	35754	Dactylosporangium aurantiacum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/264/705/GCF_025264705.1_ASM2526470v1
GCF_000980835.1	representative genome	35755	Corynebacterium kutscheri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/835/GCF_000980835.1_ASM98083v1
GCF_900447205.1	representative genome	35756	Corynebacterium pilosum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/447/205/GCF_900447205.1_52184_C01
GCF_900187295.1	representative genome	35757	Corynebacterium cystitidis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/295/GCF_900187295.1_52191_E01
GCF_002761235.1	representative genome	35760	Bifidobacterium choerinum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/235/GCF_002761235.1_ASM276123v1
GCF_001696485.1	representative genome	35762	Planobispora rosea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/696/485/GCF_001696485.1_ASM169648v1
GCF_009687845.1	representative genome	35763	Acrocarpospora corrugata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/687/845/GCF_009687845.1_ASM968784v1
GCF_014648055.1	representative genome	35765	Streptosporangium pseudovulgare	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/648/055/GCF_014648055.1_ASM1464805v1
GCF_018024475.1	representative genome	35773	Candidatus Phytoplasma luffae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/024/475/GCF_018024475.1_ASM1802447v1
